13-Mar-2017,701,858,910,302,34,2805
14-Mar-2017,751,948,931,315,37,2983
15-Mar-2017,795,1009,921,334,38,3097
16-Mar-2017,810,1027,914,344,38,3133
17-Mar-2017,838,1035,928,353,37,3190
18-Mar-2017,835,1040,935,354,31,3194
19-Mar-2017,802,1004,895,341,33,3075
20-Mar-2017,830,1049,948,343,35,3206
21-Mar-2017,851,1070,960,344,38,3263
22-Mar-2017,869,1081,962,351,38,3301
23-Mar-2017,884,1089,969,378,39,3359
24-Mar-2017,924,1098,975,380,39,3416
25-Mar-2017,907,1101,974,375,35,3392
26-Mar-2017,877,1084,928,370,36,3294
27-Mar-2017,887,1123,957,385,37,3388
28-Mar-2017,933,1129,990,392,38,3482
29-Mar-2017,947,1140,967,398,37,3488
30-Mar-2017,945,1151,981,380,36,3494
31-Mar-2017,960,1138,994,395,35,3523
1-Apr-2017,932,1119,972,393,33,3449
2-Apr-2017,881,1088,925,380,30,3304
3-Apr-2017,925,1132,965,374,26,3422
4-Apr-2017,898,1129,977,384,31,3419
5-Apr-2017,817,1138,987,386,35,3363
6-Apr-2017,834,1144,965,398,35,3376
7-Apr-2017,925,1156,968,396,38,3483
8-Apr-2017,862,1111,971,388,37,3369
9-Apr-2017,820,1086,924,391,35,3256
10-Apr-2017,802,1119,963,400,37,3321
11-Apr-2017,966,1140,965,398,38,3507
12-Apr-2017,899,1145,968,402,41,3455
13-Apr-2017,925,1156,971,417,41,3510
14-Apr-2017,942,1164,935,408,41,3490
15-Apr-2017,942,1165,946,390,36,3479
16-Apr-2017,922,1124,906,380,32,3364
17-Apr-2017,986,1157,933,393,36,3505
18-Apr-2017,1007,1162,961,403,40,3573
19-Apr-2017,1026,1155,972,388,38,3579
20-Apr-2017,1041,1150,957,376,36,3560
21-Apr-2017,1042,1156,936,398,37,3569
22-Apr-2017,982,1146,929,375,37,3469
23-Apr-2017,941,1111,895,358,36,3341
24-Apr-2017,921,1143,945,365,36,3410
25-Apr-2017,968,1180,944,390,35,3517
26-Apr-2017,971,1136,935,403,34,3479
27-Apr-2017,980,1127,933,412,37,3489
28-Apr-2017,1000,1125,942,412,33,3512
29-Apr-2017,996,1105,915,414,32,3462
30-Apr-2017,947,1059,860,382,35,3283
1-May-2017,977,1067,819,330,33,3226
2-May-2017,1032,1114,878,366,38,3428
3-May-2017,1001,1122,915,388,37,3463
4-May-2017,1018,1118,926,398,39,3499
5-May-2017,1075,1133,944,392,37,3581
6-May-2017,1078,1122,916,385,35,3536
7-May-2017,1080,1058,821,371,34,3364
8-May-2017,1112,1085,854,402,40,3493
9-May-2017,1068,1106,878,356,36,3444
10-May-2017,1081,1111,839,375,38,3444
11-May-2017,1103,1122,870,386,40,3521
12-May-2017,1138,1123,892,379,41,3573
13-May-2017,1161,1105,889,380,42,3577
14-May-2017,1111,1083,841,370,38,3443
15-May-2017,1170,1114,857,395,40,3576
16-May-2017,1140,1126,906,367,36,3575
17-May-2017,1081,1126,899,377,42,3525
18-May-2017,1097,1124,888,374,43,3526
19-May-2017,1105,1124,881,392,42,3544
20-May-2017,1079,1113,871,402,41,3506
21-May-2017,1011,1079,830,380,39,3339
22-May-2017,986,1097,867,397,40,3387
23-May-2017,1053,1119,865,393,43,3473
24-May-2017,1098,1136,875,405,42,3556
25-May-2017,1128,1130,890,411,41,3600
26-May-2017,1154,1131,874,387,42,3588
27-May-2017,1095,1104,817,370,45,3431
28-May-2017,1055,1038,792,374,44,3303
29-May-2017,963,1062,829,378,45,3277
30-May-2017,1045,1063,852,382,35,3377
31-May-2017,1000,1082,881,383,35,3381
1-Jun-2017,1024,1073,892,388,38,3415
2-Jun-2017,1079,1067,896,396,40,3478
3-Jun-2017,1114,1063,883,408,37,3505
4-Jun-2017,1119,1004,824,401,38,3386
5-Jun-2017,1168,1055,862,400,42,3527
6-Jun-2017,1177,1042,843,383,44,3489
7-Jun-2017,1024,1024,790,387,46,3271
8-Jun-2017,1058,1008,779,392,47,3284
9-Jun-2017,1056,999,797,388,45,3285
10-Jun-2017,1068,937,787,393,47,3232
11-Jun-2017,988,928,760,386,43,3105
12-Jun-2017,1097,965,797,382,40,3281
13-Jun-2017,1143,969,824,387,37,3360
14-Jun-2017,1152,1009,839,395,41,3436
15-Jun-2017,1158,1007,833,379,45,3422
16-Jun-2017,1137,995,816,377,44,3369
17-Jun-2017,1155,1008,805,395,40,3403
18-Jun-2017,1162,996,783,400,40,3381
19-Jun-2017,1138,1032,810,387,40,3407
20-Jun-2017,1061,1036,809,345,45,3296
21-Jun-2017,1044,1023,822,363,45,3297
22-Jun-2017,1080,1007,840,378,46,3351
23-Jun-2017,1141,1000,828,386,47,3402
24-Jun-2017,1194,978,795,381,45,3393
25-Jun-2017,1207,913,747,375,46,3288
26-Jun-2017,1234,916,761,385,47,3343
27-Jun-2017,1229,911,780,392,46,3358
28-Jun-2017,1087,896,794,395,48,3220
29-Jun-2017,927,893,824,400,46,3090
30-Jun-2017,967,874,847,392,46,3126
1-Jul-2017,1008,850,825,390,45,3117
2-Jul-2017,983,822,792,362,42,3000
3-Jul-2017,1061,859,840,379,41,3179
4-Jul-2017,1099,881,858,368,43,3248
5-Jul-2017,1099,898,866,379,45,3288
6-Jul-2017,1099,932,866,381,46,3324
7-Jul-2017,1122,955,859,384,48,3368
8-Jul-2017,1183,979,846,390,45,3443
9-Jul-2017,1211,955,810,375,43,3394
10-Jul-2017,1212,980,851,376,38,3457
11-Jul-2017,1185,972,856,368,40,3421
12-Jul-2017,1112,955,844,372,44,3327
13-Jul-2017,1144,932,833,377,45,3331
14-Jul-2017,1194,896,825,393,45,3354
15-Jul-2017,1212,878,818,397,48,3354
16-Jul-2017,1186,848,770,394,44,3242
17-Jul-2017,1208,875,808,408,43,3343
18-Jul-2017,1175,879,806,412,47,3319
19-Jul-2017,1209,882,799,401,42,3333
20-Jul-2017,1193,876,810,385,43,3307
21-Jul-2017,1204,869,867,387,45,3373
22-Jul-2017,1171,851,881,380,47,3329
23-Jul-2017,1123,822,868,362,41,3216
24-Jul-2017,1112,843,912,345,41,3253
25-Jul-2017,1152,864,934,332,46,3328
26-Jul-2017,1167,878,947,339,46,3378
27-Jul-2017,1174,871,951,370,46,3412
28-Jul-2017,1207,867,940,394,48,3457
29-Jul-2017,1191,895,928,402,47,3464
30-Jul-2017,1135,892,888,380,47,3342
31-Jul-2017,1121,937,928,393,48,3428
1-Aug-2017,1051,947,922,397,49,3366
2-Aug-2017,1057,956,916,405,48,3382
3-Aug-2017,1081,959,929,392,49,3409
4-Aug-2017,1133,969,924,382,49,3457
5-Aug-2017,1165,992,902,387,50,3496
6-Aug-2017,1159,966,882,386,46,3439
7-Aug-2017,1127,923,911,399,46,3407
8-Aug-2017,1145,970,910,401,48,3474
9-Aug-2017,1163,992,878,404,46,3482
10-Aug-2017,1164,1002,862,389,44,3461
11-Aug-2017,1185,1006,885,394,41,3511
12-Aug-2017,1187,989,853,375,42,3446
13-Aug-2017,1175,977,792,360,42,3346
14-Aug-2017,1187,983,835,368,43,3416
15-Aug-2017,1188,900,797,369,43,3297
16-Aug-2017,1247,917,838,383,45,3430
17-Aug-2017,1288,1047,852,384,48,3618
18-Aug-2017,1315,1069,834,379,46,3643
19-Aug-2017,1245,1024,791,388,47,3492
20-Aug-2017,1186,922,729,391,45,3272
21-Aug-2017,1211,912,794,406,46,3369
22-Aug-2017,1231,925,835,409,46,3445
23-Aug-2017,1201,947,849,399,48,3443
24-Aug-2017,1197,964,865,394,47,3467
25-Aug-2017,1139,927,784,409,49,3306
26-Aug-2017,1116,938,781,408,47,3290
27-Aug-2017,1117,923,753,389,47,3229
28-Aug-2017,1139,928,784,385,45,3281
29-Aug-2017,1128,879,786,394,48,3235
30-Aug-2017,1118,870,825,405,49,3266
31-Aug-2017,1084,899,852,405,48,3288
1-Sep-2017,978,912,868,381,47,3187
2-Sep-2017,964,924,856,370,47,3160
3-Sep-2017,972,919,804,373,44,3112
4-Sep-2017,1046,971,845,402,45,3309
5-Sep-2017,1089,960,849,414,48,3361
6-Sep-2017,1124,998,820,417,48,3407
7-Sep-2017,1119,1026,823,422,45,3436
8-Sep-2017,1145,1011,817,425,47,3445
9-Sep-2017,1179,1027,817,420,45,3488
10-Sep-2017,1192,1012,795,411,41,3451
11-Sep-2017,1205,1032,842,421,44,3544
12-Sep-2017,1194,1030,870,414,45,3554
13-Sep-2017,1210,1013,879,416,46,3564
14-Sep-2017,1199,1010,857,424,47,3536
15-Sep-2017,1212,1007,838,425,45,3527
16-Sep-2017,1213,991,817,435,48,3504
